,user_id,log_in_state,visit_number,property_id,position_on_search_results,avg_price_per_night,deal_type,property_viewed_boolean,set_properties_viewed,purchase_index_boolean.x,set_properties_purchased
11,050B3C9F00D51BC05F1A4AD,anonymous,1,21495487,3,39.53,free_activities,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
12,050B3C9F00D51BC05F1A4AD,anonymous,1,21456720,21,61.56,top_property,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
13,050B3C9F00D51BC05F1A4AD,anonymous,1,24895115,17,59.8,taxi_coupon,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
14,050B3C9F00D51BC05F1A4AD,anonymous,1,33005541,16,59.8,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
15,050B3C9F00D51BC05F1A4AD,anonymous,1,34654633,15,59,family_friendly,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
16,050B3C9F00D51BC05F1A4AD,anonymous,1,34824585,14,58.3,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
17,050B3C9F00D51BC05F1A4AD,anonymous,1,29669141,13,58.14,new_to_site,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
18,050B3C9F00D51BC05F1A4AD,anonymous,1,29689104,12,56.39,free_cancellation,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
19,050B3C9F00D51BC05F1A4AD,anonymous,1,34748470,11,56.06,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
20,050B3C9F00D51BC05F1A4AD,anonymous,1,6152619,10,54.36,sale,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
21,050B3C9F00D51BC05F1A4AD,anonymous,1,24706148,9,53.82,10_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
22,050B3C9F00D51BC05F1A4AD,anonymous,1,4960048,2,37,free_parking,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
23,050B3C9F00D51BC05F1A4AD,anonymous,1,7982223,1,20.77,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
24,050B3C9F00D51BC05F1A4AD,anonymous,1,17786182,8,53.35,30_percent_off_breakfast,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
25,050B3C9F00D51BC05F1A4AD,anonymous,1,32831958,7,52.32,free_breakfast,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
26,050B3C9F00D51BC05F1A4AD,anonymous,1,16054735,1,0,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
27,050B3C9F00D51BC05F1A4AD,anonymous,1,19755634,5,29.9,15_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
28,050B3C9F00D51BC05F1A4AD,anonymous,1,18388544,4,29.65,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
29,050B3C9F00D51BC05F1A4AD,anonymous,1,14703475,3,28.31,vip_property,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
30,050B3C9F00D51BC05F1A4AD,anonymous,1,13381083,2,27.54,no_credit_card_required,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
31,050B3C9F00D51BC05F1A4AD,anonymous,1,7982223,1,20.77,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
32,050B3C9F00D51BC05F1A4AD,anonymous,1,11946870,25,40.77,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
33,050B3C9F00D51BC05F1A4AD,anonymous,1,22182026,24,40.28,free_activities,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
34,050B3C9F00D51BC05F1A4AD,anonymous,1,20216800,23,40.28,top_property,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
35,050B3C9F00D51BC05F1A4AD,anonymous,1,13579384,22,40.28,taxi_coupon,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
36,050B3C9F00D51BC05F1A4AD,anonymous,1,21580609,21,40.2,vacation_rental_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
37,050B3C9F00D51BC05F1A4AD,anonymous,1,18029873,20,39.86,family_friendly,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
38,050B3C9F00D51BC05F1A4AD,anonymous,1,21495487,19,39.53,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
39,050B3C9F00D51BC05F1A4AD,anonymous,1,25031813,18,38.2,new_to_site,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
40,050B3C9F00D51BC05F1A4AD,anonymous,1,10007472,17,37.75,free_cancellation,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
41,050B3C9F00D51BC05F1A4AD,anonymous,1,9098581,16,37.75,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
42,050B3C9F00D51BC05F1A4AD,anonymous,1,26501864,15,37.38,sale,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
43,050B3C9F00D51BC05F1A4AD,anonymous,1,4714180,14,37.38,10_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
44,050B3C9F00D51BC05F1A4AD,anonymous,1,9469077,13,37.38,free_parking,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
45,050B3C9F00D51BC05F1A4AD,anonymous,1,18908000,12,37.06,book_now_pay_later,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
46,050B3C9F00D51BC05F1A4AD,anonymous,1,4960048,11,37,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
47,050B3C9F00D51BC05F1A4AD,anonymous,1,11767818,10,36.98,free_breakfast,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
48,050B3C9F00D51BC05F1A4AD,anonymous,1,17928986,9,36.53,5_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
49,050B3C9F00D51BC05F1A4AD,anonymous,1,6064534,8,36.19,15_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
50,050B3C9F00D51BC05F1A4AD,anonymous,1,18725993,7,34.88,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
51,050B3C9F00D51BC05F1A4AD,anonymous,1,17224045,6,33.64,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
52,050B3C9F00D51BC05F1A4AD,anonymous,1,6438577,20,0,no_credit_card_required,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
53,050B3C9F00D51BC05F1A4AD,anonymous,1,22442485,3,0,20_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
54,050B3C9F00D51BC05F1A4AD,anonymous,1,4433,2,0,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
55,050B3C9F00D51BC05F1A4AD,anonymous,1,16054735,1,0,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
56,050B3C9F00D51BC05F1A4AD,anonymous,1,17669678,8,0,top_property,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
57,050B3C9F00D51BC05F1A4AD,anonymous,1,199119,22,0,taxi_coupon,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
58,050B3C9F00D51BC05F1A4AD,anonymous,1,18759996,23,0,vacation_rental_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
59,050B3C9F00D51BC05F1A4AD,anonymous,1,26406115,24,0,family_friendly,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
60,050B3C9F00D51BC05F1A4AD,anonymous,1,178548,25,0,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
61,050B3C9F00D51BC05F1A4AD,anonymous,1,4756871,9,0,new_to_site,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
62,050B3C9F00D51BC05F1A4AD,anonymous,1,6311,10,0,free_cancellation,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
63,050B3C9F00D51BC05F1A4AD,anonymous,1,2850247,11,0,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
64,050B3C9F00D51BC05F1A4AD,anonymous,1,3837275,12,0,sale,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
65,050B3C9F00D51BC05F1A4AD,anonymous,1,1031359,13,0,10_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
66,050B3C9F00D51BC05F1A4AD,anonymous,1,17556477,14,0,free_parking,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
67,050B3C9F00D51BC05F1A4AD,anonymous,1,23147061,15,0,book_now_pay_later,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
68,050B3C9F00D51BC05F1A4AD,anonymous,1,6963659,16,0,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
69,050B3C9F00D51BC05F1A4AD,anonymous,1,2492916,6,0,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
70,050B3C9F00D51BC05F1A4AD,anonymous,1,17608,5,0,5_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
71,050B3C9F00D51BC05F1A4AD,anonymous,1,31756783,21,0,15_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
72,050B3C9F00D51BC05F1A4AD,anonymous,1,45941,17,0,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
73,050B3C9F00D51BC05F1A4AD,anonymous,1,4993839,7,0,vip_property,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
74,050B3C9F00D51BC05F1A4AD,anonymous,1,16083220,18,0,no_credit_card_required,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
75,050B3C9F00D51BC05F1A4AD,anonymous,1,12565774,4,0,20_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
76,050B3C9F00D51BC05F1A4AD,anonymous,1,23558234,19,0,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
77,050B3C9F00D51BC05F1A4AD,anonymous,1,33005541,16,59.8,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
78,050B3C9F00D51BC05F1A4AD,anonymous,1,34654633,15,59,top_property,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
79,050B3C9F00D51BC05F1A4AD,anonymous,1,34824585,14,58.3,taxi_coupon,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
80,050B3C9F00D51BC05F1A4AD,anonymous,1,29669141,13,58.14,vacation_rental_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
81,050B3C9F00D51BC05F1A4AD,anonymous,1,29689104,12,56.39,family_friendly,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
82,050B3C9F00D51BC05F1A4AD,anonymous,1,34748470,11,56.06,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
83,050B3C9F00D51BC05F1A4AD,anonymous,1,6152619,10,54.36,new_to_site,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
84,050B3C9F00D51BC05F1A4AD,anonymous,1,24706148,9,53.82,free_cancellation,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
85,050B3C9F00D51BC05F1A4AD,anonymous,1,17786182,8,53.35,no_fees,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
86,050B3C9F00D51BC05F1A4AD,anonymous,1,32831958,7,52.32,sale,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
87,050B3C9F00D51BC05F1A4AD,anonymous,1,21215815,6,49.14,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
88,050B3C9F00D51BC05F1A4AD,anonymous,1,6116828,5,45.53,free_parking,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
89,050B3C9F00D51BC05F1A4AD,anonymous,1,33066283,4,42.48,book_now_pay_later,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
90,050B3C9F00D51BC05F1A4AD,anonymous,1,21495487,3,39.53,30_percent_off_breakfast,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
91,050B3C9F00D51BC05F1A4AD,anonymous,1,4960048,2,37,free_breakfast,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
92,050B3C9F00D51BC05F1A4AD,anonymous,1,7982223,1,20.77,daily_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
93,050B3C9F00D51BC05F1A4AD,anonymous,1,28933263,24,62.29,15_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
94,050B3C9F00D51BC05F1A4AD,anonymous,1,32789952,25,63.52,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
95,050B3C9F00D51BC05F1A4AD,anonymous,1,34427048,23,61.87,vip_property,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
96,050B3C9F00D51BC05F1A4AD,anonymous,1,29835674,22,61.67,no_credit_card_required,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
97,050B3C9F00D51BC05F1A4AD,anonymous,1,21456720,21,61.56,20_percent_off,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
98,050B3C9F00D51BC05F1A4AD,anonymous,1,13425523,20,61.53,NULL,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
99,050B3C9F00D51BC05F1A4AD,anonymous,1,31383725,19,61.15,free_activities,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
100,050B3C9F00D51BC05F1A4AD,anonymous,1,17173122,18,60.18,top_property,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
101,050B3C9F00D51BC05F1A4AD,anonymous,1,24895115,17,59.8,taxi_coupon,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
102,050B3C9F00D51BC05F1A4AD,anonymous,1,18029873,20,39.86,vacation_rental_deal,1,"[""16054735"",""34748470"",""28899780"",""6152619"",""24706148"",""29689104"",""33005541"",""11767818"",""13579384"",""8751393"",""19296784"",""17786182""]",1,"["" 33005541 ""]"
